,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year
26,1.44,627569.42,419259.34,76464.05,418.31,131427.72,49954.72,72199.67,9273.33,conventional,2017
27,1.43,539847.3,349940.7,66569.13,127.88,123209.59,51069.12,59391.58,12748.89,conventional,2017
28,1.52,505828.46,311873.22,66760.95,105.13,127089.16,51803.99,62943.5,12341.67,conventional,2017
29,1.48,696603.38,447672.96,88004.23,340.96,160585.23,73486.27,79488.96,7610,conventional,2017
30,1.49,687913.86,449727.4,85907.47,238.92,152040.07,84992.72,64412.35,2635,conventional,2017
31,1.45,645768.88,403556.09,74337.63,66.26,167808.9,102591.5,65217.4,0,conventional,2017
32,1.49,605721.02,383030.29,75985.14,127.05,146578.54,86440.86,60137.68,0,conventional,2017
33,1.5,594781.35,373017.97,71834.66,92.98,149835.74,87201.95,62633.79,0,conventional,2017
34,1.17,910239.07,569792.16,130126.67,689.42,209630.82,96700.11,112930.71,0,conventional,2017
35,1.26,832704.2,511842.97,127586.28,121.3,193153.65,79251.87,113901.78,0,conventional,2017
36,1.51,556944.14,333198.36,78525.35,143.43,145077,81699.04,63377.96,0,conventional,2017
37,1.5,533442.27,329067.9,75100.84,127.13,129146.4,73084.25,56062.15,0,conventional,2017
38,1.54,494093.73,312737.23,74502.99,242.38,106611.13,66358.64,40164.99,87.5,conventional,2017
39,1.71,493610.85,299394.5,74726.71,285.88,119203.76,63253.12,55950.64,0,conventional,2017
40,1.71,498987.31,297987.32,79372.45,370.75,121256.79,59606.47,61500.32,150,conventional,2017
41,1.62,520937.75,297627.53,79475.12,350.68,143484.42,80525.62,62486.58,472.22,conventional,2017
42,1.7,473865.59,286726.08,80308.24,280.65,106550.62,58637.13,47913.49,0,conventional,2017
43,1.67,464210.89,273177.19,78151.22,228.88,112653.6,56960.63,55692.97,0,conventional,2017
44,1.26,553803.5,328098.98,90099.4,97.02,135508.1,76060.43,59447.67,0,conventional,2017
45,1.35,468266.51,262617.9,89037.77,253.62,116357.22,58634.83,57722.39,0,conventional,2017
46,0.97,804977.39,462514.53,171782.76,399.31,170280.79,67653.42,102267.65,359.72,conventional,2017
47,0.87,1254201.12,689710.71,281503.4,629.67,282357.34,102844.25,178368.65,1144.44,conventional,2017
48,1.3,609721.18,271896.48,128996.33,519.69,208308.68,99039.03,108598.82,670.83,conventional,2017
49,1.05,793514.22,308899.67,230819.58,377.73,253417.24,71856.16,181454.14,106.94,conventional,2017
50,1.34,588482.19,251140.35,125991.87,544.78,210805.19,82722.7,128082.49,0,conventional,2017
51,1.4,522278.22,209904.22,121128.25,293.18,190952.57,85738.78,105206.85,6.94,conventional,2017
52,0.98,787406.1,309692.08,199635.67,540.23,277538.12,84253.42,193284.7,0,conventional,2017
0,0.96,3777193.46,937259.75,1398684.02,29457.57,1411792.12,1246593.68,163761.83,1436.61,conventional,2017
1,1.26,2494315.29,589482.87,939519.27,19763.67,945549.48,824335.49,118291.12,2922.87,conventional,2017
2,1.23,2483817.57,586473.42,918892.91,16966.89,961484.35,853140.03,106279.96,2064.36,conventional,2017
3,1.07,3370521.81,728666.15,1219626.41,17891.07,1404338.18,1229379.23,172927.24,2031.71,conventional,2017
4,1.18,3003104,755828,1275665,18490,953110,762953,188039,2118,conventional,2017
5,1.33,2200251,488106,903101,15350,793694,663097,128990,1607,conventional,2017
6,1.3,2462798,567752,938850,16827,939370,751485,186157,1727,conventional,2017
7,1.33,2631186,670773,1022489,18762,919162,735347,181873,1942,conventional,2017
8,1.28,2880937.37,797195.7,1081492.86,20209.95,982038.86,821114.39,159168.35,1756.12,conventional,2017
9,1.41,2661899.8,639486.72,1075382.15,19076.52,927954.41,774152.75,153145.22,656.44,conventional,2017
10,1.56,2380544.44,537789.18,1026119.76,20115.07,796520.43,698822.91,97558.95,138.57,conventional,2017
11,1.63,2395914.69,529662.41,1066264.19,21955.24,778032.85,654675.29,123337.18,20.38,conventional,2017
12,1.72,2133166.39,515353.83,852450.97,19640.32,745721.27,630328.89,115357.54,34.84,conventional,2017
13,1.64,2443800.39,484618.58,1130202.23,20147.99,808831.59,688480.03,120198.57,152.99,conventional,2017
14,1.6,2466210.08,494295.13,1150979.86,19549.26,801385.83,704199.37,96708.78,477.68,conventional,2017
15,1.55,2466838.85,512068.16,1116827.87,20473.18,817469.64,716654.48,98413.44,2401.72,conventional,2017
16,1.56,2428140.05,466611.07,1074163.59,21742.49,865622.9,732278.1,110137.25,23207.55,conventional,2017
17,1.54,2561783.52,512114.91,1135717.01,24649,889302.6,747801.46,116289.45,25211.69,conventional,2017
18,1.5,2617107.98,577443.09,1071863.58,23088.84,944712.47,804265.11,124191.97,16255.39,conventional,2017
19,1.41,2865414.36,613834.15,1140930.95,23579.86,1087069.4,904139.21,145663,37267.19,conventional,2017
20,1.37,2902604.84,595916.46,1267014.94,25765.18,1013908.26,836575.7,148877.99,28454.57,conventional,2017
21,1.34,2907563.95,601191.03,1272881.65,26753.29,1006737.98,856452.33,122563.55,27722.1,conventional,2017
22,1.34,2817091.62,613040.11,1200263.6,26106.33,977681.58,833164.8,126121.45,18395.33,conventional,2017
23,1.34,2886538.37,613826.71,1240751.66,26154.28,1005805.72,861274.69,114928.95,29602.08,conventional,2017
24,1.34,2827404.11,566734.82,1217131.68,26712.77,1016824.84,860213.61,122607.37,34003.86,conventional,2017
25,1.29,3173372.45,643600.31,1287442.95,27337.2,1214991.99,969121.67,191301.87,54568.45,conventional,2017
26,1.26,3218961.84,663114.75,1257956.68,30426.63,1267463.78,1026992.74,187005.45,53465.59,conventional,2017
27,1.27,3147519.14,673327.18,1319522.05,27318.06,1127351.85,903265.11,187611.42,36475.32,conventional,2017
28,1.34,3032871.22,600416.38,1348477.92,28997.27,1054979.65,909822.8,107064.11,38092.74,conventional,2017
29,1.34,3150788.24,640517.27,1365909.57,31604.96,1112756.44,900866.53,167944.28,43945.63,conventional,2017
30,1.43,3212276.31,699461.68,1357927.08,31609.48,1123278.07,916401.72,187872.39,19003.96,conventional,2017
31,1.38,3380161.63,750399.45,1352784.05,35153.44,1241824.69,1002083.8,230580.56,9160.33,conventional,2017
32,1.34,3232304.82,740206.13,1308057.07,32390.63,1151650.99,953595.56,193338.02,4717.41,conventional,2017
33,1.31,3047596.25,721743.92,1036404.83,30170.73,1259276.77,1104012.3,148638.5,6625.97,conventional,2017
34,1.19,4372728.72,926758.39,1699122.93,47936.74,1698910.66,1456000.83,237524.29,5385.54,conventional,2017
35,1.38,3291328.16,771445.46,1301500.7,32879.9,1185502.1,1038439.12,142458.63,4604.35,conventional,2017
36,1.4,3060395.83,617149.84,1225887.12,31534.53,1185824.34,1044588.96,136072.44,5162.94,conventional,2017
37,1.43,2965083.46,618949.71,1222427.88,31587.43,1092118.44,962599.6,125318.67,4200.17,conventional,2017
38,1.39,2990138.08,650949.77,1221294.08,29641.61,1088252.62,990216.19,93875.58,4160.85,conventional,2017
39,1.3,3350938.53,670531.47,1325656.97,32123.7,1322626.39,1192231.15,126225.16,4170.08,conventional,2017
40,1.33,3162600.85,673395.8,1328645.97,33096.36,1127462.72,988523.65,135004.05,3935.02,conventional,2017
41,1.35,2933076.38,607103.98,1325162.91,30753.5,970055.99,867587.43,98619.63,3848.93,conventional,2017
42,1.33,3059010.05,718846.39,1306320.17,38103.37,995740.12,868710.37,123511.69,3518.06,conventional,2017
43,1.14,3397985.84,737562.33,1432039.9,51390.66,1176992.95,1044380.88,131525.12,1086.95,conventional,2017
44,1.2,3310530.37,689256.5,1618434.51,52647.95,950191.41,823879.69,123351.91,2959.81,conventional,2017
45,1.19,2929351.67,665322.17,1215056.58,41351.82,1007621.1,857235.29,147587.67,2798.14,conventional,2017
46,1.07,3403723.66,936823.61,1373680.54,38397.21,1054822.3,860148.6,190222.35,4451.35,conventional,2017
47,0.95,4703681.01,1220323.46,2257429.97,108936.31,1116991.27,950345.69,161722.79,4922.79,conventional,2017
48,1.22,3151000.47,740797,1363481.75,43527.67,1003194.05,845213.44,153112.84,4867.77,conventional,2017
49,1.17,3394184.15,737948.84,1519035.24,94412.42,1042787.65,859648.57,181562.03,1577.05,conventional,2017
50,1.23,3034320.24,693675.19,1293221.45,43787.1,1003636.5,876946.57,125271.44,1418.49,conventional,2017
51,1.11,3454819.97,777266.14,1624949.84,45093.12,1007510.87,873053.26,130291.21,4166.4,conventional,2017
52,1.12,2878967.54,653896,1285364.27,64703.08,875004.19,719379.64,151226.51,4398.04,conventional,2017
0,0.81,258729.83,159028.54,10137.8,177.54,89385.95,70278.2,18477.36,630.39,conventional,2017
1,1.04,182002.85,96258.83,6816.8,201.49,78725.73,65116.32,12231.63,1377.78,conventional,2017
2,0.91,197844.12,97643.53,7363.32,224.12,92613.15,79113.94,12580.32,918.89,conventional,2017
3,0.9,239587.94,123093.48,7029.89,199.82,109264.75,94522.11,13872.64,870,conventional,2017
4,1.01,229337,123038,8062,175,98063,78202,18913,949,conventional,2017
5,1.08,159826,83217,6254,183,70172,58959,10358,856,conventional,2017
6,1.02,188444,104128,6946,262,77107,65958,10329,820,conventional,2017
7,1.07,202631,121879,7035,281,73436,63381,9118,936,conventional,2017
8,1.02,229240.49,144908.02,8243.13,354.53,75734.81,63826.67,11123.57,784.57,conventional,2017
9,1.14,217723.59,125954.95,9477.04,185,82106.6,68554.67,13183.91,368.02,conventional,2017
10,1.41,167135.85,97915.36,9503.17,252.39,59464.93,49860.59,9599.22,5.12,conventional,2017
11,1.57,161020.39,87209.67,10227.66,125.62,63457.44,53309.92,10144.19,3.33,conventional,2017
12,1.76,140968.03,77117.26,4016.38,105.67,59728.72,49424.27,10304.45,0,conventional,2017
13,1.7,154956.62,73759.23,21324.74,90.32,59782.33,52292.12,7431.64,58.57,conventional,2017
14,1.66,159412.07,74533.49,22831.21,82.19,61965.18,54501.62,7350.47,113.09,conventional,2017
15,1.48,167440.24,70892.31,29793.52,69.77,66684.64,56309.28,10118.1,257.26,conventional,2017
16,1.42,176082.45,72427.91,37438.94,93.89,66121.71,56903.06,7881.98,1336.67,conventional,2017
17,1.34,188701.54,76965.28,42751.23,76.41,68908.62,57883.39,10273.89,751.34,conventional,2017
18,1.28,184465.49,82465.35,40038.54,106.04,61855.56,48844.82,10803.43,2207.31,conventional,2017
19,1.07,261757.88,114191.45,37848.66,52.6,109665.17,90141.14,17632.7,1891.33,conventional,2017
20,1.05,268655.66,124290.96,38810.91,91.21,105462.58,87901.11,16066.8,1494.67,conventional,2017
21,1.13,243526.27,106178.67,36727.83,49.22,100570.55,86175.13,12836.41,1559.01,conventional,2017
22,1.14,217774.89,106460.13,29771.49,52.14,81491.13,65555.61,14827.94,1107.58,conventional,2017
23,1.21,211384.21,95944.35,32144.65,179.51,83115.7,71644.75,9364.25,2106.7,conventional,2017
24,1.18,212210.95,93140.13,32246.58,206.54,86617.7,71974.21,13092.37,1551.12,conventional,2017
25,0.99,267296.7,101167.78,35679.18,109.54,130340.2,105530.95,22029.25,2780,conventional,2017
26,0.96,281067.39,112545.01,39946.64,90.44,128485.3,110433.46,15456.31,2595.53,conventional,2017
27,0.9,287217.67,114569.65,47014.32,60.26,125573.44,105149.34,18681.51,1742.59,conventional,2017
28,1,260893.43,108420.61,33689.09,143.44,118640.29,105965.4,10905.92,1768.97,conventional,2017
29,1.13,218540.28,107489.08,23109.92,141.95,87799.33,74772.49,10764.96,2261.88,conventional,2017
30,1.07,269102.17,133059.17,12467.64,119.54,123455.82,106243.76,14782.06,2430,conventional,2017
31,0.97,282671.14,149461.62,7592.89,149.22,125467.41,85799.73,37474.7,2192.98,conventional,2017
32,0.99,259151.84,139176.17,7391.96,36.98,112546.73,86638.12,23799.21,2109.4,conventional,2017
33,1.02,225323.91,124825.7,7630.5,100.44,92767.27,72042.12,18978.41,1746.74,conventional,2017
34,0.84,368796.8,169743.69,12217.82,189.96,186645.33,163451.19,21424.14,1770,conventional,2017
35,0.99,286322.22,147000.26,11874.45,78.43,127369.08,105192.33,20198.8,1977.95,conventional,2017
36,1.1,226088.3,109053.98,8877.76,75.09,108081.47,97879.1,8397.37,1805,conventional,2017
37,1.09,230566.12,111412.23,9801.87,135.7,109216.32,102366.17,5170.15,1680,conventional,2017
38,1.03,251089.69,110090.84,10197.45,118.65,130682.75,122342.62,6780.13,1560,conventional,2017
39,0.95,281438.76,122671.42,10966.77,86.7,147713.87,139193.03,7520.84,1000,conventional,2017
40,0.91,276732.88,135016.05,10773,92.56,130851.27,122643.74,6937.53,1270,conventional,2017
41,0.96,228023.12,110762.28,10019.64,100.06,107141.14,99605.44,5995.7,1540,conventional,2017
42,0.75,261830.38,154343.07,10155.12,71.33,97260.86,89585.87,6434.99,1240,conventional,2017
43,0.6,379324.44,174849.76,10907.3,185.57,193381.81,186396.09,6875.72,110,conventional,2017
44,0.88,216226.59,121849.81,13162.21,71.22,81143.35,72019.67,8088.68,1035,conventional,2017
45,0.82,225664.23,113867.81,12392.24,123.12,99281.06,90304.21,8146.85,830,conventional,2017
46,0.66,271393.5,139708.54,30102.92,246.24,101335.8,80701,19120.08,1514.72,conventional,2017
47,0.68,377719.7,182395.78,43116.96,149.64,152057.32,131344.95,20622.37,90,conventional,2017
48,0.93,238392.73,109656.49,20938.22,122.93,107675.09,92858.91,14816.18,0,conventional,2017
49,0.87,251189.52,112820.57,30481.58,81.46,107805.91,82914.32,24413.26,478.33,conventional,2017
50,0.89,251914.74,109163.63,20522.38,121.39,122107.34,106434.47,15372.87,300,conventional,2017
51,0.84,255094.17,126438.73,17389.25,183,111083.19,98008.64,12089.55,985,conventional,2017
52,0.73,249074.81,112089.34,27327.66,71.34,109586.47,87099.25,20952.22,1535,conventional,2017
0,1.06,262281.64,164147.55,23239.77,1336.79,73557.53,61080.44,11333.76,1143.33,conventional,2017
1,1.14,224869.91,127281.43,14372.7,1613.39,81602.39,72271.01,8224.71,1106.67,conventional,2017
2,1.03,251753.79,151885.76,18381.27,1505,79981.76,68849.84,10321.92,810,conventional,2017
3,1.06,251601.16,144316.93,21840.9,1803,83640.33,71291.13,11513.64,835.56,conventional,2017
4,0.97,266547,163448,19343,2002,81753,77355,3609,790,conventional,2017
5,1.27,176817,96043,12239,1145,67390,57613,8817,960,conventional,2017
6,1.27,207295,118191,14363,1729,73013,63649,8597,767,conventional,2017
7,1.11,292987,176864,25045,2188,88890,83664,4411,816,conventional,2017
8,1.32,225563.4,131134.51,19876.07,1893,72659.82,65167.14,6089.35,1403.33,conventional,2017
9,1.11,277437.66,169106.09,21885.18,1787,84659.39,72752.65,11155.63,751.11,conventional,2017
10,1.26,269443.25,159833.64,24349.84,1576.11,83683.66,73112.43,10571.23,0,conventional,2017
11,1.46,227947.46,135384.25,18515.33,173.04,73874.84,65362.87,8511.97,0,conventional,2017
12,1.34,328829.92,207980.89,24630.11,31.1,96187.82,82449.13,13738.69,0,conventional,2017
13,1.72,227535.41,132184.69,21112.28,9,74229.44,61436.17,12793.27,0,conventional,2017
14,1.7,205976.51,129861.05,22072.72,19,54023.74,44407.6,9616.14,0,conventional,2017
15,1.62,219275.21,136981.14,25106.49,108,57079.58,46789.06,10177.19,113.33,conventional,2017
16,1.62,217336.35,123071.39,24260.85,164,69840.11,59451.56,5951.88,4436.67,conventional,2017
17,1.57,227168.31,129857.31,26734.97,290.73,70285.3,56267.76,9259.77,4757.77,conventional,2017
18,1.46,229748.3,133655.24,27697.42,188.82,68206.82,58890.86,5129.29,4186.67,conventional,2017
19,1.46,226946.53,128287.97,25042.77,77.91,73537.88,61052.42,10098.8,2386.66,conventional,2017
20,1.39,236698.78,130628.39,30558.86,82.91,75428.62,60970.59,10286.92,4171.11,conventional,2017
21,1.33,240983.48,130001.44,34141.47,44,76796.57,56841.81,10734.76,9220,conventional,2017
22,1.4,246036.68,142551.37,30114.36,41,73329.95,55778.64,9484.64,8066.67,conventional,2017
23,1.39,262774.91,155838.78,38067.91,78,68790.22,49217,12526.55,7046.67,conventional,2017
24,1.32,232912.36,120631.11,29406.15,39,82836.1,64601.65,9641.12,8593.33,conventional,2017
25,1.26,267928.19,156935.51,23221.13,28.96,87742.59,80324.72,5261.2,2156.67,conventional,2017
26,1.27,302052.69,177146.52,24028.95,64,100813.22,93220.64,4992.58,2600,conventional,2017
27,1.3,293079.22,168867.39,19760.58,104.95,104346.3,94389.49,8091.81,1865,conventional,2017
28,1.29,287734.91,177973.04,25893.61,157,83711.26,76256.4,4569.86,2885,conventional,2017
29,1.32,312695,187011.15,31940.35,188,93555.5,76637.93,8992.57,7925,conventional,2017
30,1.38,256543.43,158511.61,25352.42,298,72381.4,53362.71,5313.69,13705,conventional,2017
31,1.39,293608.21,182795.19,30514.83,267,80031.19,55454.81,10461.38,14115,conventional,2017
32,1.36,252110.25,155348.21,27177.19,345.91,69238.94,46750.78,10833.16,11655,conventional,2017
33,1.35,241194.43,139087.23,25294.95,347.82,76464.43,49414.09,10375.34,16675,conventional,2017
34,1.02,423839.41,261367.48,53102.06,220.92,109148.95,86740.85,17223.1,5185,conventional,2017
35,1.32,301447.98,193112.77,28592.77,251.05,79491.39,60607.72,10988.67,7895,conventional,2017
36,1.35,227634.47,134821.9,21723.74,301.14,70787.69,52284.28,8843.41,9660,conventional,2017
37,1.27,268722.38,156177.03,33661.51,241,78642.84,59163.58,9889.26,9590,conventional,2017
38,1.34,235686.8,134722.14,26489.36,249.11,74226.19,55994.69,8934,9297.5,conventional,2017
39,1.37,243155.13,137881.46,33317.61,192.06,71764,53763.94,9845.06,8155,conventional,2017
40,1.38,236515.28,133157.9,29086.58,355.97,73914.83,53280.49,10526.56,10107.78,conventional,2017
41,1.32,231348.89,130993.69,32649.16,284.06,67421.98,51297.4,9849.58,6275,conventional,2017
42,1.32,239083.77,145739.86,25219.09,271.03,67853.79,51341.55,9832.24,6680,conventional,2017
43,1.13,254912.18,134356.15,50228.72,184,70143.31,55427.21,8536.1,6180,conventional,2017
44,0.98,307637.26,190219.99,30519.39,140.16,86757.72,69741.69,8046.03,8970,conventional,2017
45,1.11,220338.25,123639.4,24706.23,289.36,71703.26,54549.08,7834.18,9320,conventional,2017
46,0.9,276002.68,160040.82,30195.68,443.13,85323.05,59560.4,13862.65,11900,conventional,2017
47,0.61,633235.06,400599.94,80089.33,402,152143.79,119084.94,26378.85,6680,conventional,2017
48,0.97,344239.35,208314.95,36546.78,316,99061.62,77868.08,15523.54,5670,conventional,2017
49,1.06,267331.27,138670.15,34757.27,273,93630.85,56028.66,29497.19,8105,conventional,2017
50,1.01,291083.26,171326.01,35657.65,232.92,83866.68,60508.85,16912.83,6445,conventional,2017
51,1.1,230884.67,124108.53,31296.37,316,75163.77,52403.61,13645.16,9115,conventional,2017
52,0.81,318672.94,175385.65,42839.67,242,100205.62,68817.75,24039.54,7348.33,conventional,2017
0,1.33,1201219.44,36680.16,816261.84,445.17,347832.27,269325.19,78507.08,0,conventional,2017
1,1.34,1233461.89,36684.62,791089.36,1217.71,404470.2,379573.9,24894.3,2,conventional,2017
2,1.41,1181560.33,35511.18,661369.74,601.53,484077.88,465885.99,18174.07,17.82,conventional,2017
3,1.14,2390308.58,48483.07,1906061.15,1561.82,434202.54,411052.38,23130.51,19.65,conventional,2017
4,1.41,1191930,42352,652690,580,496308,466132,30177,0,conventional,2017
5,1.42,1210256,39943,696301,697,473316,373479,99837,0,conventional,2017
6,1.37,1335298,47063,654065,710,633460,448431,185014,16,conventional,2017
7,1.52,1122350,51661,667319,710,402660,369347,33312,0,conventional,2017
8,1.41,1319642.14,61830.21,632293.37,600.5,624918.06,563910.07,60984.25,23.74,conventional,2017
9,1.57,1217806.97,74423.5,788262.18,779.34,354341.95,330959.23,23366.81,15.91,conventional,2017
10,1.54,1253047.6,71422.68,788731.96,491.71,392401.25,368385.46,24011.81,3.98,conventional,2017
11,1.68,1176751.31,75694.79,747793.74,632.63,352630.15,319602.75,33027.4,0,conventional,2017
12,1.69,1105462.53,75444.57,669974.98,872.2,359170.78,340114.08,19056.7,0,conventional,2017
13,1.67,1201890.84,83287.52,707902.58,547.17,410153.57,377569.16,32584.41,0,conventional,2017
14,1.65,1178504.26,77197.18,716125.04,599.08,384582.96,362090.67,22488.31,3.98,conventional,2017
15,1.61,1154925.12,71450.66,693111.36,408.14,389954.96,355131.24,34823.72,0,conventional,2017
16,1.61,1150959.1,76107.84,681320.36,640.77,392890.13,356286.86,35547.71,1055.56,conventional,2017
17,1.8,1077993.21,72172.99,630743.85,517.88,374558.49,360305.76,9201.62,5051.11,conventional,2017
18,1.81,1100987.66,73400.68,639876.64,702.96,387007.38,358843.51,13593.87,14570,conventional,2017
19,1.75,1057188.97,72101.32,582403.53,620.27,402063.85,377884.2,20393.67,3785.98,conventional,2017
20,1.58,1267239.35,64027.77,686338.23,1222.6,515650.75,462811.56,49542.64,3296.55,conventional,2017
21,1.56,1277419.69,59767.3,821262.42,2432.16,393957.81,358318.64,24812.03,10827.14,conventional,2017
22,1.52,1306226.34,63098.74,856414.09,3849.65,382863.86,362404.9,17642.09,2816.87,conventional,2017
23,1.55,1306877.98,63537.04,830714.94,3112.43,409513.57,380873.57,21311.87,7328.13,conventional,2017
24,1.57,1327763.45,71450.18,859372.14,3388.19,393552.94,368995.87,13580.41,10976.66,conventional,2017
25,1.63,1442667.56,82965.35,800414.02,3563.36,555724.83,494674.05,42918.63,18132.15,conventional,2017
26,1.72,1304560.72,56685.05,733184.24,3145.41,511546.02,270378.6,223986.86,17180.56,conventional,2017
27,1.47,1521598.08,53675.18,1060721.23,3691.1,403510.57,260423.69,126518.07,16568.81,conventional,2017
28,1.82,1242160.85,55732.76,765117.64,3600.65,417709.8,290382.6,113734.72,13592.48,conventional,2017
29,1.74,1374185.78,54293.79,753430.43,3000.9,563460.66,322838.07,233754.81,6867.78,conventional,2017
30,1.83,1335461.36,51740.89,834879.59,3267.53,445573.35,345141.25,90033.49,10398.61,conventional,2017
31,1.75,1451146.59,52861.92,824445.19,4083.43,569756.05,372163.91,178834.64,18757.5,conventional,2017
32,1.8,1298242.54,54128.18,817106.16,3335.37,423672.83,352350.91,70436.92,885,conventional,2017
33,1.75,1387420.96,51358.7,797684.64,4111.68,534265.94,445866.42,71417.58,16981.94,conventional,2017
34,1.65,1746824.6,56814.61,920313.85,3634.42,766061.72,451173.29,305309.26,9579.17,conventional,2017
35,1.84,1228100.25,48042.72,808258.75,2747.33,369051.45,314750.54,44523.13,9777.78,conventional,2017
36,1.68,1247609.13,45532.93,838408.44,2853.1,360814.66,312758.39,41885.07,6171.2,conventional,2017
37,1.76,1222890.71,38975.1,775310.37,4900.16,403705.08,339953.84,55759.57,7991.67,conventional,2017
38,1.75,1277721.97,37746.37,775729.89,2839.8,461405.91,407168.08,51164.8,3073.03,conventional,2017
39,1.74,1221327.78,36138.61,791416.43,4113.73,389659.01,340915.45,48526.89,216.67,conventional,2017
40,1.72,1154893.52,28449.94,717035.68,20182.45,389225.45,330935.25,49533.26,8756.94,conventional,2017
41,1.7,1155875.16,16705.37,737596.2,17545.38,384028.21,336742,40754.27,6531.94,conventional,2017
42,1.76,1163703.37,16828.77,755172.29,12532.1,379170.21,326854.39,49775.54,2540.28,conventional,2017
43,1.39,1465568.77,31240.27,1065008.71,34775.18,334544.61,297818.33,33380.45,3345.83,conventional,2017
44,1.55,1241381.61,37239.25,855650.14,7080.46,341411.76,269130.72,65872.47,6408.57,conventional,2017
45,1.28,1052132.16,107882.24,609206.21,6704.26,328339.45,286438.21,41374.04,527.2,conventional,2017
46,1.19,1955395.44,294591.11,1177334.06,13287.33,470182.94,400217.61,63416.03,6549.3,conventional,2017
47,1.24,2544483.08,172265.9,1744342.19,279630.35,348244.64,290463.93,50135.53,7645.18,conventional,2017
48,1.52,1270564.47,17844.88,816423.62,94445.56,341850.41,285574.23,51331.29,4944.89,conventional,2017
49,1.48,1721917.04,15652.26,1169600.51,206537.54,330126.73,288384.55,36337.65,5404.53,conventional,2017
50,1.38,1384264.04,14301.61,995747.96,58355.49,315858.98,275101.56,38860.92,1896.5,conventional,2017
51,1.29,1532074.69,18585.1,1207607.23,6403.22,299479.14,258470.17,40822.02,186.95,conventional,2017
52,1.44,940983.17,10498.68,668183.16,22804.6,239496.73,208504.55,30684.59,307.59,conventional,2017
0,1.31,3652549.7,235982.42,2537022.88,7412.85,872131.55,658153.52,213974.56,3.47,conventional,2017
1,1.37,3489057.04,186562.39,2247768.56,6300.51,1048425.58,887121.16,161276.62,27.8,conventional,2017
2,1.35,3504253.8,224383.39,2159906.12,10505.68,1109458.61,948844.2,160592.02,22.39,conventional,2017
3,1.17,5543004.84,235645.01,4168090.07,8054.61,1131215.15,960202.45,170986.87,25.83,conventional,2017
4,1.32,4030251,219287,2671616,6523,1132825,995470,137354,2,conventional,2017
5,1.37,3269460,208161,1937090,6919,1117290,820402,296888,0,conventional,2017
6,1.37,3680754,192312,2061116,7247,1420079,967838,452228,14,conventional,2017
7,1.35,3925104,234190,2638119,13068,1039727,869351,170377,0,conventional,2017
8,1.45,3492828.1,228843.35,1955086.76,5588.32,1303309.67,1078991.73,224223.95,93.99,conventional,2017
9,1.52,3430235.17,251453.16,2238785.24,6303.94,933692.83,768631.44,165040.73,20.66,conventional,2017
10,1.51,3380058.07,289343.32,2157327.99,6149.33,927237.43,838555.26,88678.73,3.44,conventional,2017
11,1.62,3251117.56,302669.36,2116241.41,6202.08,826004.71,703791.09,122213.62,0,conventional,2017
12,1.63,3065336.1,291046.85,1864722.88,6148.69,903417.68,736995.23,166422.45,0,conventional,2017
13,1.61,3438536.39,303877.34,2154492.82,6754.69,973411.54,795311.93,178099.61,0,conventional,2017
14,1.59,3424954.07,264819.64,2218374.38,6873.95,934886.1,781772.69,153032.17,81.24,conventional,2017
15,1.54,3350043.59,255828.11,2093753.14,5689.66,994772.68,824931.93,168244.08,1596.67,conventional,2017
16,1.61,3536857.97,264529.93,2267361.07,6494.94,998472.03,844249.91,130829.9,23392.22,conventional,2017
17,1.75,3330799.31,269503.29,2097278.42,6901.98,957115.62,822614.03,106630.48,27871.11,conventional,2017
18,1.7,3374546.02,246450.56,2076611.47,7302.53,1044181.46,892785.83,130586.74,20808.89,conventional,2017
19,1.68,3417507.87,233399.64,2072428.62,7950.27,1103729.34,912290.33,160575.78,30863.23,conventional,2017
20,1.49,4323440.02,235128.9,2842288.75,13705.7,1232316.67,1008008.74,194459.03,29848.9,conventional,2017
21,1.52,4132666.26,227866.95,2801740,14589.95,1088469.36,891867.29,165243.16,31358.91,conventional,2017
22,1.49,4018833.97,232617.59,2705082.88,15289.08,1065844.42,931973.3,119001.73,14869.39,conventional,2017
23,1.46,4222039.27,235858.72,2896879.68,22482.01,1066818.86,887134.17,149980.19,29704.5,conventional,2017
24,1.5,4180237.98,266663.37,2858828.89,30721.99,1024023.73,850086.41,138210.65,35726.67,conventional,2017
25,1.58,4406341.73,289590.47,2850917.36,25597.43,1240236.47,1034138.98,140035.79,66061.7,conventional,2017
26,1.63,4035234.26,242271.89,2580466.19,39314.57,1173181.61,762656.42,355666.02,54859.17,conventional,2017
27,1.54,4121661.3,232666.83,2909813.43,25224.18,953956.86,686928.3,215092.27,51936.29,conventional,2017
28,1.68,3945270.4,237156.76,2668419.58,20366.86,1019327.2,765706,209441.36,44179.84,conventional,2017
29,1.68,4060850.93,246826.64,2632016.93,13643.55,1168363.81,778716.02,350202.79,39445,conventional,2017
30,1.74,4096560.83,241585.33,2718513.23,12943.73,1123518.54,923263.95,179473.2,20781.39,conventional,2017
31,1.71,4529672.68,265254.03,2874935.5,14156.23,1375326.92,1067433.44,283132.09,24761.39,conventional,2017
32,1.66,4110305.09,302107.66,2678109.07,15192.54,1114895.82,951882.76,160311.39,2701.67,conventional,2017
